rate_rps,completed,p90_ttft_ms,ttft_slo_ms,p90_tpot_ms,tpot_slo_ms,slo_ok,output_tok_s
1.0,200,649.4,5249.3,23.94,109.105,1,249.0
2.0,200,706.3,5249.3,26.99,109.105,1,481.0
4.0,200,1117.2,5249.3,35.2,109.105,1,892.1
6.0,200,1322.1,5249.3,40.61,109.105,1,1212.5
8.0,200,1953.1,5249.3,49.02,109.105,1,1435.9
12.0,200,5072.2,5249.3,48.99,109.105,1,1627.7
16.0,200,8561.5,5249.3,50.52,109.105,0,1637.5
