rate_rps,completed,p90_ttft_ms,ttft_slo_ms,p90_tpot_ms,tpot_slo_ms,slo_ok,output_tok_s
2.0,200,136.5,1199.17,17.51,85.69,1,490.1
4.0,200,122.9,1199.17,17.11,85.69,1,940.3
8.0,200,126.1,1199.17,17.38,85.69,1,1738.8
12.0,200,131.3,1199.17,17.62,85.69,1,2417.6
16.0,200,134.0,1199.17,17.65,85.69,1,3001.5
20.0,200,133.5,1199.17,17.79,85.69,1,3512.0
24.0,200,141.7,1199.17,17.85,85.69,1,3979.2
32.0,200,150.8,1199.17,18.5,85.69,1,4704.8
