rate_rps,completed,p90_ttft_ms,ttft_slo_ms,p90_tpot_ms,tpot_slo_ms,slo_ok,output_tok_s
1.0,200,363.5,1641.14,20.31,85.08,1,250.2
2.0,200,177.7,1641.14,17.21,85.08,1,490.0
4.0,200,175.1,1641.14,17.32,85.08,1,938.9
6.0,200,178.9,1641.14,17.31,85.08,1,1352.7
8.0,200,186.2,1641.14,17.43,85.08,1,1735.7
12.0,200,210.9,1641.14,17.58,85.08,1,2416.7
16.0,200,232.5,1641.14,17.72,85.08,1,3005.4
