rate_rps,completed,p90_ttft_ms,ttft_slo_ms,p90_tpot_ms,tpot_slo_ms,slo_ok,output_tok_s
2.0,200,255.5,1293.91,20.38,87.33,1,488.3
4.0,200,162.2,1293.91,22.05,87.33,1,926.6
8.0,200,189.2,1293.91,25.58,87.33,1,1662.0
12.0,200,206.4,1293.91,28.51,87.33,1,2230.9
16.0,200,222.3,1293.91,30.15,87.33,1,2663.4
20.0,200,228.4,1293.91,31.24,87.33,1,2994.5
24.0,200,240.5,1293.91,32.85,87.33,1,3223.1
32.0,200,242.5,1293.91,33.81,87.33,1,3574.7
